condition,learner,seed,estimator,estimate,se,ci_low,ci_high,true_ate,true_sample_ate,treatment_rate,min_propensity,max_propensity,clipped_fraction
linear_low_confounding,linear,7,aipw,0.9886913731997695,0.035131799341451775,0.919833046490524,1.057549699909015,1.0,0.9924406130423729,0.498,0.13440451709569903,0.8866336103501281,0.0
linear_low_confounding,linear,8,difference-in-means,1.5133251103496024,0.051167030453644305,1.4130377306604596,1.6136124900387452,1.0,1.0104501641417873,0.49575,0.09327619458244199,0.8421119198899402,0.0
linear_low_confounding,linear,8,outcome-regression,0.990748754003165,0.011166029142683342,0.9688633368835057,1.0126341711228244,1.0,1.0104501641417873,0.49575,0.09327619458244199,0.8421119198899402,0.0
linear_low_confounding,linear,8,ipw,1.003487147577049,0.05373289261961773,0.8981706780425983,1.1088036171114999,1.0,1.0104501641417873,0.49575,0.09327619458244199,0.8421119198899402,0.0
linear_low_confounding,linear,8,aipw,0.9952186542333814,0.034262091811644114,0.928064954282559,1.0623723541842038,1.0,1.0104501641417873,0.49575,0.09327619458244199,0.8421119198899402,0.0
linear_low_confounding,linear,9,difference-in-means,1.624824535915941,0.05018100014952188,1.5264697756228782,1.7231792962090038,1.0,0.9937818719901618,0.50675,0.13899378932286868,0.8708282367939782,0.0
linear_low_confounding,linear,9,outcome-regression,1.0153666389036617,0.010958481581746362,0.9938880150034388,1.0368452628038847,1.0,0.9937818719901618,0.50675,0.13899378932286868,0.8708282367939782,0.0
linear_low_confounding,linear,9,ipw,0.9981813120175141,0.05602690122170395,0.8883685856229744,1.107994038412054,1.0,0.9937818719901618,0.50675,0.13899378932286868,0.8708282367939782,0.0
linear_low_confounding,linear,9,aipw,1.0131505138638004,0.03396141919869081,0.9465861322343664,1.0797148954932343,1.0,0.9937818719901618,0.50675,0.13899378932286868,0.8708282367939782,0.0
linear_low_confounding,linear,10,difference-in-means,1.4988222843305965,0.04998189227946502,1.400857775462845,1.596786793198348,1.0,0.9936334618302427,0.5135,0.14831566753027542,0.8446311314003269,0.0
linear_low_confounding,linear,10,outcome-regression,0.9673701961142779,0.010630679656308166,0.9465340639879138,0.9882063282406419,1.0,0.9936334618302427,0.5135,0.14831566753027542,0.8446311314003269,0.0
linear_low_confounding,linear,10,ipw,0.9693798175047489,0.05353168556050929,0.8644577138061507,1.074301921203347,1.0,0.9936334618302427,0.5135,0.14831566753027542,0.8446311314003269,0.0
linear_low_confounding,linear,10,aipw,0.967888961749218,0.034287644256050756,0.9006851790073586,1.0350927444910776,1.0,0.9936334618302427,0.5135,0.14831566753027542,0.8446311314003269,0.0
linear_low_confounding,linear,11,difference-in-means,1.7181110980007346,0.05069278482435298,1.6187532397450028,1.8174689562564663,1.0,0.9940986521526687,0.5015,0.12295786405952837,0.8880332217197634,0.0
linear_low_confounding,linear,11,outcome-regression,1.020629565358336,0.010985309238047377,0.999098359251763,1.0421607714649088,1.0,0.9940986521526687,0.5015,0.12295786405952837,0.8880332217197634,0.0
linear_low_confounding,linear,11,ipw,1.012796313040643,0.0581413275740168,0.8988393109955701,1.1267533150857159,1.0,0.9940986521526687,0.5015,0.12295786405952837,0.8880332217197634,0.0
linear_low_confounding,linear,11,aipw,1.018663015227633,0.035437479486104664,0.9492055554348678,1.088120475020398,1.0,0.9940986521526687,0.5015,0.12295786405952837,0.8880332217197634,0.0
linear_low_confounding,linear,12,difference-in-means,1.621630719665777,0.05221234104214,1.5192945312231827,1.7239669081083715,1.0,1.0268194934658863,0.5125,0.1448079974937566,0.8667905936348965,0.0
linear_low_confounding,linear,12,outcome-regression,1.0349948795591328,0.010597382649431423,1.0142240095662471,1.0557657495520185,1.0,1.0268194934658863,0.5125,0.1448079974937566,0.8667905936348965,0.0
